Tweet Scraped,Username,Description,Location,Followinf Count,Followers Count,Total Tweets,Retweet Count,Tweet Text,Hashtags Used
,shanti200162,,,9,54,25081,23,"#GujaratElections : Patidar leader Reshma Patel quits @NCPspeaks , Joined @AAPGujarat, in presence of AAP leader @raghav_chadha , Earlier Kutiyan MLA Kandhal Jadeja also quit NCP and filed nomination as an independent candidate.

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/AxznJSUYZn",['GujaratElections']
109,Ajit90949629,,"New Delhi, India",29,16,2171,23,"#GujaratElections : Patidar leader Reshma Patel quits @NCPspeaks , Joined @AAPGujarat, in presence of AAP leader @raghav_chadha , Earlier Kutiyan MLA Kandhal Jadeja also quit NCP and filed nomination as an independent candidate.

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/AxznJSUYZn",['GujaratElections']
,IndianExpress,"The Indian Express brings to you latest news from India and the world, breaking round the clock. On telegram: https://t.co/O25yz9lo3W",India,308,4240809,930969,0,"#PoliticalPulse | BJP candidate from Vadodara's Raopura, Balkrishna Shukla, says that the saffron party's old-timers have a 'culture of accepting the roles given by the party, even if it is denial of their electoral candidature' #GujaratElections
https://t.co/mD8dWFF2qp","['PoliticalPulse', 'GujaratElections']"
110,TheMulyaMen,Retweets ≠ Endorsement. Views are strictly personal.,India,327,77,1822,0,"@HasanSafin @manoj_sorathiya Unreal! A candidate captured!

🚨 🚨 🚨 🚨 🚨 

#GujaratElections
#Surat
#Ahmedabad
#Gujarat 
#Gujaratpolitics","['GujaratElections', 'Surat', 'Ahmedabad', 'Gujarat', 'Gujaratpolitics']"
,maqbool_sm,"Management Professional | Campaign for @INCIndia, @RahulGandhi  | RTs, # & news stories sharing do not necessarily mean endorsement. | Views are personal.","Dubai, Karnataka ",445,5730,109450,0,"140+ people dead on Morbi Bridge but not too much of talk about it on mainstream media. Killing in large numbers gets a pass in India, especially when the finger points at the establishment.
#vinodchand on his FB post
#GujaratBridgeCollapse #GujaratElections","['vinodchand', 'GujaratBridgeCollapse', 'GujaratElections']"
111,camukeshkabra,"Chartered Accountant |
Taxation is passion and not profession for me. Interested in Taxation, Finance and Economy",India,425,152,1022,0,"I was expecting such type of drama from Drama party and ready to see another such drama before election. No scope of Drama party in the surat east as I am from surat only but how IT wing of drama party  can create drama is best example. 
#GujaratElections #KanchanJariwala #AAP","['GujaratElections', 'KanchanJariwala', 'AAP']"
,AAPKrishanAGG,"Krishan Aggarwal Politician from AAM Aadmi Party, Haryana
#AamAadmiParty #Haryana #KrishanAggarwalPolitician",Panipat,1654,1767,923,11,"Together we are team unstoppable and we can make it big in this upcoming Gujarat Elections!!

#GujaratElections #GujaratElections2022 #AAPGujarat https://t.co/YqVfJ4mg8t","['GujaratElections', 'GujaratElections2022', 'AAPGujarat']"
112,shripalFCbarca,“यदा यदा हि धर्मस्य ग्लानिर्भवति भारत। अभ्युत्थानमधर्मस्य तदात्मानं सृजाम्यहम्।।”🚩🇮🇳🚩,"London, United kingdom",212,94,5858,1,"The Three Mistakes.
A big Blunder!!! This is the Root cause of destroying Hinduism &amp; Bharat. #JaiShriRam  #Hindutava #GujaratElections https://t.co/cov0yqsMZQ","['JaiShriRam', 'Hindutava', 'GujaratElections']"
,AdityaD13562693,I am a news reporter,"bhind, mp india",3902,969,64291,5,"Gujarat elections: AAP accuses BJP of kidnapping candidate, forcing him to withdraw nomination https://t.co/HOwUrMXb0l  

#GujaratElections #GujaratAssemblyElection2022",[]
113,faraz_v,Aam Aadmi 🇮🇳,,465,950,252810,23,"#GujaratElections : Patidar leader Reshma Patel quits @NCPspeaks , Joined @AAPGujarat, in presence of AAP leader @raghav_chadha , Earlier Kutiyan MLA Kandhal Jadeja also quit NCP and filed nomination as an independent candidate.

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/AxznJSUYZn",['GujaratElections']
,JackSparrow0210,तानाशाह हारते नहीं उनकी छाती पर पैर रख कर उन्हें हटाया जाता  है,Somewhere in Sea.,4561,5059,112926,12,"Ravindra Jadeja's wife joins the BJP, and hare  is the reason: 🤣🤣

#RavindraJadeja #RivaBaJadeja #GujaratElections #GujaratElection2022 #GujaratAssemblyElection2022 https://t.co/yOJP22wUhb","['RavindraJadeja', 'RivaBaJadeja', 'GujaratElections']"
114,MirrorNow,"We demand accountability | Relentlessly drive improvement | Address people's issues
📺 Tata Play 612, Airtel 394, Videocon d2h/Dish TV 899/733, Sun Direct 570",India,51,117090,213224,0,"#AAP files a complaint against the misuse of Police machinery to forcefully withdraw the nomination paper of its Surat East Constituency candidate, #KanchanJariwala by the BJP.

@awasthiabhi11 reports | #GujaratElections https://t.co/FVuSBvTbyh","['AAP', 'KanchanJariwala', 'GujaratElections']"
,Varun10Vijay,News Curator,"Bengaluru South, India",48,7,107796,2,"BJP releases its 5th list comprising of 3 candidates to contest for the upcoming Gujarat Assembly Polls 2022 

#GujaratElections2022 #GujaratElections https://t.co/C7AVatkFnM",[]
115,firstpost,"Incisive opinions, in-depth analysis and views that matter.","Mumbai, India",899,2077424,678134,0,"#FPNews
#Gujaratelections2022 : #ShashiTharoor opts out from campaigning for #Congress , says not a 'star campaigner'
#GujaratElections #gujaratelections22 

https://t.co/R1quklcV1r","['FPNews', 'Gujaratelections2022', 'ShashiTharoor', 'Congress', 'GujaratElections', 'gujaratelections22']"
,VijayanandINC,Former President in Tambaram Youth Congress |  President in Tambaram Town Congress Committee |RTs are not endorsements.,"Chennai, India",1174,3550,347953,2,"These were prepared by BJP already for last #GujaratElections / still not released? 

Why @HardikPatel_ what’s the holdup? https://t.co/RWVoh3dJoE",['GujaratElections']
116,amitkum19990,"सरकार ने अग्निपथ के कारण हमारी सेना की परीक्षा रद्द कर दी है। इसके पीछे कोई तर्क नहीं है लेकिन हम अपनी तरफ से पूरी कोशिश कर रहे हैं
सत्य की हमेशा जीत होती है।",,366,249,3663,7,"#GujaratElections : #AAP  candidate from #Surat reaches to withdraw nomination amid allegations of #Kidnapping  

#JusticeForPriya #lovejihaad https://t.co/wifVjx06bD","['GujaratElections', 'AAP', 'Surat', 'Kidnapping']"
,gsurya,Secular-Left-Liberal. INC supporter. Nature lover. Wildlife / birding enthusiast. Hobby photographer. #mufc #canon #proudNRI   also on gsurya@mastodon.se,"Malmo, Sweden",2957,41026,533048,2,"These were prepared by BJP already for last #GujaratElections / still not released? 

Why @HardikPatel_ what’s the holdup? https://t.co/RWVoh3dJoE",['GujaratElections']
117,yadav4priya,"#जयश्रीकृष्णा जिनका नाम है, #गोकुल जिनका धाम है, ऐसे #कृष्णा को जिनके हम #वंशज हैं,उन को मेरा बारंबार प्रणाम है। | | Modi Ji -Yogi  Fan | Hindu/",,1116,1665,5066,7,"#GujaratElections : #AAP  candidate from #Surat reaches to withdraw nomination amid allegations of #Kidnapping  

#JusticeForPriya #lovejihaad https://t.co/wifVjx06bD","['GujaratElections', 'AAP', 'Surat', 'Kidnapping']"
,KrSharma24,,,423,629,309,3,"@ArvindKejriwal Fake voter lists, Fake EVMs, no counting of VVPATs, Dummy candidates, and now kidnapping of candidates... #BJPKidnapsAAPCandidate 

And after winning horse-trading of MLAs, defection to the BJP...how will India survive?

 #GujaratElections #EkMokoKejriwalNe",[]
118,abhi_ar1,"Human by birth, Indian by Nationality, Primary religion Humanity & thereafter Hindu, Blood colour same as all human beings.",India,1612,620,9164,0,"Voters of Gujarat in #GujaratAssemblyElection2022 
#GujaratElections https://t.co/qcJQddv1qZ","['GujaratAssemblyElection2022', 'GujaratElections']"
,parambeer,Fan#Kalam/Dhoni/Dravid/Pahadi/Nature lover/,India,4258,1388,240916,23,"#GujaratElections : Patidar leader Reshma Patel quits @NCPspeaks , Joined @AAPGujarat, in presence of AAP leader @raghav_chadha , Earlier Kutiyan MLA Kandhal Jadeja also quit NCP and filed nomination as an independent candidate.

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/AxznJSUYZn",['GujaratElections']
119,Mehroob3,,,2172,841,88980,23,"#GujaratElections : Patidar leader Reshma Patel quits @NCPspeaks , Joined @AAPGujarat, in presence of AAP leader @raghav_chadha , Earlier Kutiyan MLA Kandhal Jadeja also quit NCP and filed nomination as an independent candidate.

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/AxznJSUYZn",['GujaratElections']
,mishrarohit812,"जय हिंदुत्व
पुण्यभूमि भारत मे जन्मा सौभाग्यशाली हु।
अखंड भारत को हिंदुराष्ट्र बनाना है।
जय सियाराम🚩",,721,541,77148,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
120,Mohdkas66160822,Social activist,,350,640,64352,12,"Ravindra Jadeja's wife joins the BJP, and hare  is the reason: 🤣🤣

#RavindraJadeja #RivaBaJadeja #GujaratElections #GujaratElection2022 #GujaratAssemblyElection2022 https://t.co/yOJP22wUhb","['RavindraJadeja', 'RivaBaJadeja', 'GujaratElections']"
,Mystic_Soul25,"Views personal. Likes, retweets & follows aren't endorsements. An educated & aware Indian woman interested in development for all",India,3528,5400,67524,23,"#GujaratElections : Patidar leader Reshma Patel quits @NCPspeaks , Joined @AAPGujarat, in presence of AAP leader @raghav_chadha , Earlier Kutiyan MLA Kandhal Jadeja also quit NCP and filed nomination as an independent candidate.

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/AxznJSUYZn",['GujaratElections']
121,PandurePrashant,"Owner :- Tuljai Clinic 🩺😇
MEN APART EVERY MAN AN EMPEROR💪🏼😇🤟🏻🚩 
 जात गोत्र आणि धर्म शिवसेना 🚩💪
इमान भगव्याशी निष्ठा ठाकरेशी....🚩💪🔥",संभाजीनगर ,3267,1692,46173,5,"Gujarat elections: AAP accuses BJP of kidnapping candidate, forcing him to withdraw nomination https://t.co/HOwUrMXb0l  

#GujaratElections #GujaratAssemblyElection2022",[]
,_opp_s,,,601,172,9645,5,"Gujarat elections: AAP accuses BJP of kidnapping candidate, forcing him to withdraw nomination https://t.co/HOwUrMXb0l  

#GujaratElections #GujaratAssemblyElection2022",[]
122,timesofindia,"News. Views. Analysis. Conversations. India’s No.1 digital news destination, world’s largest-selling English newspaper - A Times Internet Limited Product",,319,14628780,827156,5,"Gujarat elections: AAP accuses BJP of kidnapping candidate, forcing him to withdraw nomination https://t.co/HOwUrMXb0l  

#GujaratElections #GujaratAssemblyElection2022","['GujaratElections', 'GujaratAssemblyElection2022']"
,mgrg7,,"Address: Bern, Switzerland",9911,10470,136678,3,"@ArvindKejriwal Fake voter lists, Fake EVMs, no counting of VVPATs, Dummy candidates, and now kidnapping of candidates... #BJPKidnapsAAPCandidate 

And after winning horse-trading of MLAs, defection to the BJP...how will India survive?

 #GujaratElections #EkMokoKejriwalNe","['BJPKidnapsAAPCandidate', 'GujaratElections', 'EkMokoKejriwalNe']"
123,PanduPullen,,Hyderabad,4985,197,7001,4,"#GujaratElections | BJP releases another list of three candidates for ensuing Gujarat Assembly Polls.

#PollsWithAIR https://t.co/Gd6qCxwU6b","['GujaratElections', 'PollsWithAIR']"
,yadav4priya,"#जयश्रीकृष्णा जिनका नाम है, #गोकुल जिनका धाम है, ऐसे #कृष्णा को जिनके हम #वंशज हैं,उन को मेरा बारंबार प्रणाम है। | | Modi Ji -Yogi  Fan | Hindu/",,1116,1665,5066,0,"Sachin Pilot

Harish Chowdhary

Ajay Maken..

The challenge to Congress President Mallikarjun Kharge is increasing. Have to take a decision.. #GujaratElections",['GujaratElections']
124,airnewsalerts,"Official account of News Services Division, All India Radio. हिंदी के समाचारों के लिए @AIRNewsHindi को फॉलो करें! Follow @AIRNewsUrdu for news updates in Urdu","New Delhi, India",117,3130724,386879,4,"#GujaratElections | BJP releases another list of three candidates for ensuing Gujarat Assembly Polls.

#PollsWithAIR https://t.co/Gd6qCxwU6b","['GujaratElections', 'PollsWithAIR']"
,abdussalamin,"Software Engineer in Bangalore. I follow development in Aam Aadmi Party closely as they are my only hope for a progressive India.
RTs are not endorsements.",Bangalore,119,186,133238,23,"#GujaratElections : Patidar leader Reshma Patel quits @NCPspeaks , Joined @AAPGujarat, in presence of AAP leader @raghav_chadha , Earlier Kutiyan MLA Kandhal Jadeja also quit NCP and filed nomination as an independent candidate.

@NewIndianXpress @TheMornStandard @santwana99 https://t.co/AxznJSUYZn",['GujaratElections']
125,vikramyagyi,"hello everyone,","Ahmadabad City, India",77,16,122,0,Good wishes to @Rivaba4BJP for upcoming Gujarat Election. #jamnagar @imjadeja #GujaratElections #bjp4gujarat,"['jamnagar', 'GujaratElections', 'bjp4gujarat']"
,ManishNoCaste,A nationalist | RSS-BJP supporter | धर्मो रक्षति रक्षितः | भारत और इजराइल गहरे मित्र,"New Delhi, India",1052,553,231707,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
126,Ashutos05194354,,PRAYAGRAJ Up,568,656,129104,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,RajeshMy2000,Software Engineer,Munich,3590,1127,21498,2,"BJP is scared of AAP now in Gujarat
#GujaratElections2022 
#GujaratElections #Gujaratpolitics #BJPKidnapsAAPCandidate #EkMokoKejriwalNe #AAPWaveInGujarat https://t.co/yTYdRRaltf","['GujaratElections2022', 'GujaratElections', 'Gujaratpolitics', 'BJPKidnapsAAPCandidate']"
127,DavidDass1,Views expressed in tweets are personal and any retweet is not endorsement of views.,"New Delhi, India",174,191,6962,2,"BJP is scared of AAP now in Gujarat
#GujaratElections2022 
#GujaratElections #Gujaratpolitics #BJPKidnapsAAPCandidate #EkMokoKejriwalNe #AAPWaveInGujarat https://t.co/yTYdRRaltf","['GujaratElections2022', 'GujaratElections', 'Gujaratpolitics', 'BJPKidnapsAAPCandidate', 'EkMokoKejriwalNe', 'AAPWaveInGujarat']"
,pardeepramdas,जय श्री राम।,,5011,507,61688,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
128,TOICitiesNews,Unmatched coverage from over 60 cities across India brought to you by https://t.co/VSKi1mkZBr,,103,27839,1117738,2,"BJP releases its 5th list comprising of 3 candidates to contest for the upcoming Gujarat Assembly Polls 2022 

#GujaratElections2022 #GujaratElections https://t.co/C7AVatkFnM",[]
,Purushottam_108,"🇮🇳🕉
RT's are not endorsements",,1024,174,86408,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
129,Choiceless_,,,403,9,3626,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,AashishMukunda,"#hindutvam

#IndiaIsAHinduNation

#HinduRashtra","Rajahmundry, India",1390,644,84984,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
130,MukundG42499263,,vadodara,123,41,5804,2,"AAP Wave in Gujarat👌🏻👌🏻👌🏻
#GujaratElections2022 #GujaratElections #Gujaratpolitics #BJPKidnapsAAPCandidate #EkMokoKejriwalNe #AAPWaveInGujarat https://t.co/UEeBOGbTFh","['GujaratElections2022', 'GujaratElections', 'Gujaratpolitics', 'BJPKidnapsAAPCandidate']"
,timesofindia,"News. Views. Analysis. Conversations. India’s No.1 digital news destination, world’s largest-selling English newspaper - A Times Internet Limited Product",,319,14628780,827156,2,"BJP releases its 5th list comprising of 3 candidates to contest for the upcoming Gujarat Assembly Polls 2022 

#GujaratElections2022 #GujaratElections https://t.co/C7AVatkFnM","['GujaratElections2022', 'GujaratElections']"
131,DineshC30216203,,,42,52,7018,2,"AAP Wave in Gujarat👌🏻👌🏻👌🏻
#GujaratElections2022 #GujaratElections #Gujaratpolitics #BJPKidnapsAAPCandidate #EkMokoKejriwalNe #AAPWaveInGujarat https://t.co/UEeBOGbTFh","['GujaratElections2022', 'GujaratElections', 'Gujaratpolitics', 'BJPKidnapsAAPCandidate']"
,SharuAggarwal,"कट्टर राष्ट्रवादी, Proud Indian, My dream is to Make India No.1 country in the world. Unite India. Lets get united against Anti-National powers. Jai Hind!!!",Chandigarh,969,932,42429,1,"#GujaratElections2022 | Early release of Bilkis case convicts talking point in Gujarat polls, but views divided on Congress gain
#Gujarat #GujaratElection2022 #GujaratElections

Follow Gujarat Election 2022 News Live Updates here:
https://t.co/aCfx7jIIfZ",['GujaratElections2022']
132,ImAkAnand,"Simple,True,Caring andTrustworthy .
 I'm a man of my Word 👍😊
JAI HIND 🇮🇳 
VANDE MATARAM 🙏","Bangalore, India",18,36,7182,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,DavidDass1,Views expressed in tweets are personal and any retweet is not endorsement of views.,"New Delhi, India",174,191,6962,2,"AAP Wave in Gujarat👌🏻👌🏻👌🏻
#GujaratElections2022 #GujaratElections #Gujaratpolitics #BJPKidnapsAAPCandidate #EkMokoKejriwalNe #AAPWaveInGujarat https://t.co/UEeBOGbTFh","['GujaratElections2022', 'GujaratElections', 'Gujaratpolitics', 'BJPKidnapsAAPCandidate', 'EkMokoKejriwalNe', 'AAPWaveInGujarat']"
133,leftmfrs,"Hindustani | Proud Hindu | Son | Sanatani | Sanghi | Rss BJPian | following only like minded Hindus 🕉 

Warning:- Gellakura ❤️ day.....🤗","New Delhi, India",3777,746,89894,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,jhajibiaharse,Science is not only compatible with spirituality; it is a profound source of spirituality,"New Delhi,India",1677,524,135899,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
134,bajajviresh,"हमारे प्रधानमंत्री जी हमारा अभिमान!
A Proud Indian! An Unapologetic Hindu! 
Strongly allergic to Leftists and Commies! Just stay away.",अखंड भारत!,1020,417,124372,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,bhs7rocks,"A student of rational thinking. Chess Player, Ferroequinologist, Avid reader,Poet and Blogger,Policies and Political observer.",India,1126,2841,131856,0,14th November was the last date to file nominations for phase 1 of #GujaratElections ! So did DG Vanzara’s new party Praja Vijay Party’s candidates for 1st phase file their nominations ?? He had declared “intentions” to contest all 182 seats. No tweet on his TL yet on candidates.,['GujaratElections']
135,AtowarR68741182,Student,,122,1,172,12,"Ravindra Jadeja's wife joins the BJP, and hare  is the reason: 🤣🤣

#RavindraJadeja #RivaBaJadeja #GujaratElections #GujaratElection2022 #GujaratAssemblyElection2022 https://t.co/yOJP22wUhb","['RavindraJadeja', 'RivaBaJadeja', 'GujaratElections']"
,pokaabhii,Powerful. Patriot. Passionated. Hindu. Jain.,,195,1477,651171,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
136,DavidDass1,Views expressed in tweets are personal and any retweet is not endorsement of views.,"New Delhi, India",174,191,6962,1,"Flop Gujarat Model! 
Only fraud and Corrupt Tadipaar Neta Elected by making fools of Gujarat people.
#GujaratElections2022 #EkMokoKejriwalNe #GujaratElections #IamWithAAP #BJPKidnapsAAPCandidate #bjpmodifailed #AAPGujarat https://t.co/gzLFei0vg9","['GujaratElections2022', 'EkMokoKejriwalNe', 'GujaratElections', 'IamWithAAP', 'BJPKidnapsAAPCandidate', 'bjpmodifailed', 'AAPGujarat']"
,bollywo11734841,,,81,38,1031,7,"#GujaratElections : #AAP  candidate from #Surat reaches to withdraw nomination amid allegations of #Kidnapping  

#JusticeForPriya #lovejihaad https://t.co/wifVjx06bD","['GujaratElections', 'AAP', 'Surat', 'Kidnapping']"
137,mandal_dkm,🕉🚩Hindu Nationalist🚩🕉 Nation First💪🏼 Proud to belong a religion which has taught the world both tolerance and universal acceptance🛕Never sell your sword⚔,Kolkata / Durgapur,1989,821,65898,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,impremsp,Proud Indian || Digital creator | Youtube: https://t.co/9qjeGWKGaN, 🇮🇳,4713,760,175035,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
138,Youturn_media,Youturn English | IFCN Signatories - https://t.co/qWi3cE9WIB | Youtube - https://t.co/nv2c6Boohm,"Chennai, India",4,527,281,0,"An old image of the crowd gathered for a rally organised by TMC in Kolkata is shared as AAP road show in Surat 

https://t.co/OIrkPDGjC8 

#FactCheck #Factchecking #Youturn #GujaratElections #GujaratElections2022 #AamAadmiParty #TMC","['FactCheck', 'Factchecking', 'Youturn', 'GujaratElections', 'GujaratElections2022', 'AamAadmiParty', 'TMC']"
,Sohel4Khan,jai hind jai Bharat अल्लहा हो अकबर,Delhi,525,188,1239,7,"#GujaratElections : #AAP  candidate from #Surat reaches to withdraw nomination amid allegations of #Kidnapping  

#JusticeForPriya #lovejihaad https://t.co/wifVjx06bD","['GujaratElections', 'AAP', 'Surat', 'Kidnapping']"
139,rajatkumarpro1,NATION FIRST 🇮🇳 Nationalist • Hindu• Political Thinker • Traveller • Vegetarian • Mahakal Bhakt .,India,1077,531,148709,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,arvindnice,,delhi,1137,381,12454,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
140,ihardikshah,Social Media Activist// Followed By PM @narendramodi ji /// @bjp4gujarat @bjp4india,Ahmedabad,1361,7594,472437,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,TheReal_Tejas,Engineer | Supporter of Indian Defense Forces | Defense & Military Technology | Supplier of Burnol & Bulldozer to Anti-Nationals | 🌷| NaMoSha |,Czech Republic,796,839,24756,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
141,mallu_andolan,"Hospitality Consultant
Views & RT personal and YES not connected to Maharashtra Tourism",fort kochi,2482,2379,49487,0,@Mohansinha Especially so if altaf joins BJP's could get a ticket too no wonder patel of ajanta watch #morbi #morbitragedy still Scot free due to huge donations to ruling party #Gujarat #GujaratElections #GujaratElections2022,"['morbi', 'morbitragedy', 'Gujarat', 'GujaratElections', 'GujaratElections2022']"
,Qais0402,Engineer I Shuttler I Nature Lover,Lucknow,570,626,43348,1,"Only for those people who qualified from what’s up university.

#T20WorldCup2022final #SGXNIFTY #GujaratElections https://t.co/AtDq1q5pUp","['T20WorldCup2022final', 'SGXNIFTY', 'GujaratElections']"
142,Oneindia,"https://t.co/30Gam1jIun is a gamut of online resources. From breaking stories, top news, current affairs to sports update, movies & entertainment.",India,167,66829,441666,0,"Missing @AamAadmiParty candidate withdraws nomination, @msisodia claims was 'forced by BJP'

#GujaratElections2022 #GujaratElections #AssemblyElections2022 #AamAadmiParty #ManishSisodia 

https://t.co/5eiNJ7cX3T","['GujaratElections2022', 'GujaratElections', 'AssemblyElections2022', 'AamAadmiParty', 'ManishSisodia']"
,prashant2381,Poet | Artist | Engineer | Software Professional | Amateur Skateboarder | Amateur Cook | HOG member | Biker | IIT Roorkee alumnus,"Bengaluru, India",1106,291,27617,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
143,ravi95prajapati,,,5005,1958,356554,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,MakarandAshar,,,24,18,1920,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
144,shikhar_bjp,"II राष्ट्रवादी ।। हिंदू || पूर्वांचली।।                                
                         
Social || Political || Environmental ||",New Delhi || Patna,1352,1039,50073,0,"@ANI Now you are talking @msisodia ji😂

Now you know that you are not winning election in #Gujarat so let's blame bjp for kidnapping candidate.
By the time voting starts you will alleged that EVM has been hacked
#GujaratElections2022
#GujaratElections 

@TajinderBagga 
@Shehzad_Ind","['Gujarat', 'GujaratElections2022', 'GujaratElections']"
,dev_r15,,India Chandigarh ,2392,62,1995,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
145,MajorSingh30,"Indian🇮🇳 /Hindu🚩/
Pursuing MBBS","राजस्थान, भारत",1146,975,23491,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
,MShukla57,"Jai Shree Ram 🚩
Jai Shree Krishna 🙏
Har Har Mahadev 🚩",Akhand Bharat,570,689,59011,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
146,Anilsmps,🇮🇳|Humanist |Socio-Activist|Journalist| | Political Analyst ex @dainikbhaskar | पत्रकार| INDIAN | election expert|tweets personal|🇮🇳,Jaipur ,3824,1580,1667,12,"Ravindra Jadeja's wife joins the BJP, and hare  is the reason: 🤣🤣

#RavindraJadeja #RivaBaJadeja #GujaratElections #GujaratElection2022 #GujaratAssemblyElection2022 https://t.co/yOJP22wUhb","['RavindraJadeja', 'RivaBaJadeja', 'GujaratElections']"
,Sm46541076,,,127,182,128484,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",[]
147,indiabes,"Follow us for all the current, latest and Breaking News.","Lucknow, India",2337,485,8491,0,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",['GujaratElections']
,Rishabh33953718,,,61,32,584,7,"#GujaratElections : #AAP  candidate from #Surat reaches to withdraw nomination amid allegations of #Kidnapping  

#JusticeForPriya #lovejihaad https://t.co/wifVjx06bD","['GujaratElections', 'AAP', 'Surat', 'Kidnapping']"
148,Indian_Analyzer,"Political Analyst✍️|Proud Hindu🕉️| Nation First Always🇮🇳

Your One Stop Destination for all Election Updates🎯

DM for Collaboration 📩",TURN ON NOTIFICATIONS🔔,283,34273,15201,43,"Kanchan Jariwala, AAP Candidate from Surat East, has withdrawn his nomination.

◆ Earlier, AAP had said that He was abducted🤯

#GujaratElections",['GujaratElections']
,mallu_andolan,"Hospitality Consultant
Views & RT personal and YES not connected to Maharashtra Tourism",fort kochi,2482,2379,49487,0,@kirti_sd Frightening absolutely terrified #Morbi #morbitragedy #GujaratElections not a single admission or arrest of the ajanta owner cum CEO till date has he joined n modi,"['Morbi', 'morbitragedy', 'GujaratElections']"
